Timestamp,Open,High,Low,Close
2025-03-13 03:55:00,91.0554,91.0619,91.0517,91.0618
2025-03-13 03:56:00,91.0617,91.0629,91.0582,91.061
2025-03-13 03:57:00,91.0614,91.062,91.0585,91.0616
2025-03-13 03:58:00,91.0616,91.0647,91.0614,91.0647
2025-03-13 03:59:00,91.0647,91.0649,91.0616,91.0624
2025-03-13 04:00:00,91.0617,91.0689,91.0614,91.067
2025-03-13 04:01:00,91.067,91.0707,91.0645,91.0689
2025-03-13 04:02:00,91.069,91.071,91.0656,91.0664
2025-03-13 04:03:00,91.0666,91.0728,91.0638,91.0685
2025-03-13 04:04:00,91.0683,91.0687,91.0616,91.0637
2025-03-13 04:05:00,91.0642,91.0645,91.054,91.0541
2025-03-13 04:06:00,91.054,91.054,91.0488,91.0506
2025-03-13 04:07:00,91.0506,91.0528,91.0475,91.0485
2025-03-13 04:08:00,91.0478,91.0487,91.0456,91.0467
2025-03-13 04:09:00,91.0467,91.0482,91.0446,91.0449
2025-03-13 04:10:00,91.0427,91.0487,91.0427,91.045
2025-03-13 04:11:00,91.045,91.0465,91.0428,91.0428
2025-03-13 04:12:00,91.0428,91.05,91.0417,91.05
2025-03-13 04:13:00,91.05,91.0646,91.0483,91.063
2025-03-13 04:14:00,91.063,91.0638,91.0598,91.0606
2025-03-13 04:15:00,91.062,91.0664,91.0607,91.0664
