Timestamp (IST),Open,High,Low,Close,Volume,price_change_pct,momentum_3,momentum_5,ema_9,ema_21,atr_5,macd,macd_signal,rsi,bb_upper,bb_lower,candle_body_size,wick_size,buy_pressure,sell_pressure
2025-03-11 00:40:50,0.18159,0.18159,0.18159,0.18159,6,0.04958677685951152,0.00010999999999999899,-9.000000000000674e-05,0.18155684324449228,0.1815400264158832,5.549420181983127e-05,4.0780096885212336e-05,3.8237291476599584e-05,56.19271767683035,0.18177308407993262,0.1813359159200674,0.0,0.0,0.0,0.0
2025-03-11 00:41:55,0.18174,0.18176,0.18173,0.18173,12,0.077096756429329,0.00023000000000000798,0.00026999999999999247,0.18159147459559383,0.181557296741712,7.839536145586571e-05,4.0780096885212336e-05,3.8237291476599584e-05,65.50854087247909,0.18178659110210374,0.18135840889789626,1.0000000000010001e-05,3.0000000000002247e-05,0.0,3.0000000000002247e-05
2025-03-11 00:42:00,0.1817,0.1817,0.18165,0.18165,6,-0.044021350354916944,0.00015000000000001124,0.00017000000000000348,0.18160317967647507,0.18156572431064727,7.871628916469192e-05,4.3037088410302626e-05,3.8237291476599584e-05,57.92784717196833,0.1817861467126254,0.18138385328737464,4.999999999999449e-05,4.999999999999449e-05,0.0,4.999999999999449e-05
2025-03-11 00:42:40,0.18184,0.18186,0.18183,0.18186,11,0.11560693641616826,0.00026999999999999247,0.0003599999999999992,0.18165454374118006,0.18159247664604297,0.00010497303133175113,6.106707221589791e-05,3.8237291476599584e-05,68.29847715356149,0.1818277035261925,0.1813852964738075,1.9999999999992246e-05,3.0000000000002247e-05,3.0000000000002247e-05,0.0
2025-03-11 00:42:45,0.18181,0.18181,0.18177,0.18178,15,-0.0439898823270668,4.999999999999449e-05,0.00028000000000000247,0.18167963499294407,0.1816095242236754,0.00010197842506540225,6.811544047133355e-05,3.8237291476599584e-05,62.0259938869986,0.18184700166296505,0.18139599833703493,3.0000000000002247e-05,4.000000000001225e-05,1.0000000000010001e-05,3.0000000000002247e-05
2025-03-11 00:42:50,0.18178,0.1818,0.1816,0.1816,15,-0.09902079436681088,-4.999999999999449e-05,1.0000000000010001e-05,0.18166370799435527,0.18160865838515947,0.00012158274005231739,5.850244761770873e-05,3.8237291476599584e-05,50.7356127620122,0.1818438215199651,0.1814111784800349,0.00017999999999998573,0.00019999999999997797,0.0,0.00019999999999997797
2025-03-11 00:42:55,0.1816,0.1816,0.1816,0.1816,2,0.0,-0.00025999999999998247,-0.00012999999999999123,0.18165096639548423,0.1816078712592359,9.726619204185391e-05,5.030420595039664e-05,3.8237291476599584e-05,50.7356127620122,0.181838489608538,0.18142951039146205,0.0,0.0,0.0,0.0
2025-03-11 00:43:10,0.18157,0.18187,0.18154,0.18154,4,-0.03303964757709332,-0.00023999999999999022,-0.00010999999999999899,0.1816287731163874,0.18160170114475988,0.00014381295363348254,3.852149004637817e-05,3.8237291476599584e-05,47.400102627964564,0.18183911647192788,0.1814268835280721,3.0000000000002247e-05,0.00032999999999999696,0.0,0.00032999999999999696
2025-03-11 00:43:15,0.18157,0.18157,0.18154,0.18154,6,0.0,-6.0000000000004494e-05,-0.00031999999999998696,0.18161101849310993,0.18159609194978169,0.00012105036290678648,2.885102613242596e-05,3.8237291476599584e-05,47.400102627964564,0.1818283682503464,0.18141863174965359,3.0000000000002247e-05,3.0000000000002247e-05,0.0,3.0000000000002247e-05
2025-03-11 00:43:20,0.18154,0.18154,0.18143,0.18143,15,-0.06059270684146689,-0.00017000000000000348,-0.0003499999999999892,0.18157481479448795,0.1815809926816197,0.00011884029032542897,1.2170736443356533e-05,3.8237291476599584e-05,41.58688540346542,0.18182365343362353,0.18139334656637648,0.00010999999999999899,0.00010999999999999899,0.0,0.00010999999999999899
2025-03-11 00:43:25,0.18141,0.18143,0.18137,0.18143,8,0.0,-0.00010999999999999899,-0.00017000000000000348,0.18154585183559038,0.1815672660741997,0.00010707223226034408,-1.036564440615173e-06,3.0382520293156633e-05,41.58688540346542,0.18182763945416308,0.18137036054583694,2.0000000000020002e-05,6.0000000000004494e-05,6.0000000000004494e-05,0.0
2025-03-11 00:43:40,0.18144,0.18145,0.18144,0.18145,2,0.011023535247756122,-9.000000000000674e-05,-0.00015000000000001124,0.18152668146847234,0.18155660552199973,8.965778580827372e-05,-9.77691055262242e-06,2.2350634124000825e-05,43.05942107882527,0.18182970570039442,0.18135429429960565,1.0000000000010001e-05,1.0000000000010001e-05,1.0000000000010001e-05,0.0
